episode,timestep,acc
77338,2310400,1.0
77585,2316800,1.0
77841,2323200,1.0
78084,2329600,1.0
78335,2336000,1.0
78575,2342400,1.0
78817,2348800,1.0
79056,2355200,1.0
79313,2361600,1.0
79553,2368000,1.0
79797,2374400,1.0
80038,2380800,1.0
80287,2387200,1.0
80528,2393600,1.0
80782,2400000,1.0
81027,2406400,1.0
81272,2412800,1.0
81531,2419200,1.0
81778,2425600,1.0
82021,2432000,1.0
82269,2438400,1.0
82508,2444800,1.0
82739,2451200,1.0
82985,2457600,1.0
83228,2464000,1.0
83472,2470400,1.0
83715,2476800,1.0
83966,2483200,1.0
84206,2489600,1.0
84451,2496000,1.0
84695,2502400,1.0
84952,2508800,1.0
85208,2515200,1.0
85447,2521600,1.0
85699,2528000,1.0
85946,2534400,1.0
86189,2540800,1.0
86437,2547200,1.0
86683,2553600,1.0
86942,2560000,1.0
87186,2566400,1.0
87430,2572800,1.0
87683,2579200,1.0
87939,2585600,1.0
88190,2592000,1.0
88432,2598400,1.0
88682,2604800,1.0
88938,2611200,1.0
89192,2617600,1.0
